dataset,split_type,split_num,model,SP,metric
bbbp,scaffold,5,SVM,NA,0.878034470113678
bbbp,umap,1,LogReg,NA,0.762784090909091
bbbp,umap,1,RF,NA,0.536931818181818
bbbp,umap,1,XGB,NA,0.728338068181818
bbbp,umap,1,SVM,NA,0.683948863636364
bbbp,umap,2,LogReg,NA,0.737571651902032
bbbp,umap,2,RF,NA,0.817066180302241
bbbp,umap,2,XGB,NA,0.765607087024492
bbbp,umap,2,SVM,NA,0.815476810838979
bbbp,umap,3,LogReg,NA,0.89772341148488
bbbp,umap,3,RF,NA,0.760788311247027
bbbp,umap,3,XGB,NA,0.818212708120965
bbbp,umap,3,SVM,NA,0.795786612300374
bbbp,umap,4,LogReg,NA,0.675521350546177
bbbp,umap,4,RF,NA,0.838008937437934
bbbp,umap,4,XGB,NA,0.497889771598808
bbbp,umap,4,SVM,NA,0.8987090367428
bbbp,umap,5,LogReg,NA,0.93944099378882
bbbp,umap,5,RF,NA,0.906832298136646
bbbp,umap,5,XGB,NA,0.920807453416149
bbbp,umap,5,SVM,NA,0.93944099378882
clintox,spectra_tanimoto,0.00_0,LogReg,0.00,0.886091529165494
clintox,spectra_tanimoto,0.00_0,RF,0.00,0.873817295683225
clintox,spectra_tanimoto,0.00_0,XGB,0.00,0.850457383536549
clintox,spectra_tanimoto,0.00_0,SVM,0.00,0.917222398827952
clintox,spectra_tanimoto,0.00_1,LogReg,0.00,0.799120426898205
clintox,spectra_tanimoto,0.00_1,RF,0.00,0.719236987292543
clintox,spectra_tanimoto,0.00_1,XGB,0.00,0.730471894360783
clintox,spectra_tanimoto,0.00_1,SVM,0.00,0.786830145163478
clintox,spectra_tanimoto,0.00_2,LogReg,0.00,0.78027740050212
clintox,spectra_tanimoto,0.00_2,RF,0.00,0.762675776158922
clintox,spectra_tanimoto,0.00_2,XGB,0.00,0.742957292395495
clintox,spectra_tanimoto,0.00_2,SVM,0.00,0.807202535292423
clintox,spectra_tanimoto,0.05_0,LogReg,0.05,0.726463293650794
clintox,spectra_tanimoto,0.05_0,RF,0.05,0.66538318452381
clintox,spectra_tanimoto,0.05_0,XGB,0.05,0.606175595238095
clintox,spectra_tanimoto,0.05_0,SVM,0.05,0.741307043650794
clintox,spectra_tanimoto,0.05_1,LogReg,0.05,0.803671690307329
clintox,spectra_tanimoto,0.05_1,RF,0.05,0.749242760047281
clintox,spectra_tanimoto,0.05_1,XGB,0.05,0.863388987391647
clintox,spectra_tanimoto,0.05_1,SVM,0.05,0.741590327029157
clintox,spectra_tanimoto,0.05_2,LogReg,0.05,0.760130073109613
clintox,spectra_tanimoto,0.05_2,RF,0.05,0.812796281226588
clintox,spectra_tanimoto,0.05_2,XGB,0.05,0.669160703367864
clintox,spectra_tanimoto,0.05_2,SVM,0.05,0.866662145754217
clintox,spectra_tanimoto,0.10_0,LogReg,0.10,0.8499000999001
clintox,spectra_tanimoto,0.10_0,RF,0.10,0.651290376290376
clintox,spectra_tanimoto,0.10_0,XGB,0.10,0.681451881451882
clintox,spectra_tanimoto,0.10_0,SVM,0.10,0.817665667665668
clintox,spectra_tanimoto,0.10_1,LogReg,0.10,0.758241758241758
clintox,spectra_tanimoto,0.10_1,RF,0.10,0.634157509157509
clintox,spectra_tanimoto,0.10_1,XGB,0.10,0.616758241758242
clintox,spectra_tanimoto,0.10_1,SVM,0.10,0.788461538461538
clintox,spectra_tanimoto,0.10_2,LogReg,0.10,0.463815789473684
clintox,spectra_tanimoto,0.10_2,RF,0.10,0.536184210526316
clintox,spectra_tanimoto,0.10_2,XGB,0.10,0.712993421052632
clintox,spectra_tanimoto,0.10_2,SVM,0.10,0.384868421052632
clintox,spectra_tanimoto,0.15_0,LogReg,0.15,0.542794117647059
clintox,spectra_tanimoto,0.15_0,RF,0.15,0.466666666666667
clintox,spectra_tanimoto,0.15_0,XGB,0.15,0.386372549019608
clintox,spectra_tanimoto,0.15_0,SVM,0.15,0.943660130718954
clintox,spectra_tanimoto,0.15_1,LogReg,0.15,0.529102344196684
clintox,spectra_tanimoto,0.15_1,RF,0.15,0.466523727844483
clintox,spectra_tanimoto,0.15_1,XGB,0.15,0.582075471698113
clintox,spectra_tanimoto,0.15_1,SVM,0.15,0.722813036020583
clintox,spectra_tanimoto,0.15_2,LogReg,0.15,0.675925925925926
clintox,spectra_tanimoto,0.15_2,RF,0.15,0.388888888888889
clintox,spectra_tanimoto,0.15_2,XGB,0.15,0.291666666666667
clintox,spectra_tanimoto,0.15_2,SVM,0.15,0.685185185185185
clintox,spectra_tanimoto,0.20_0,LogReg,0.20,0.763157894736842
clintox,spectra_tanimoto,0.20_0,RF,0.20,0.62280701754386
clintox,spectra_tanimoto,0.20_0,XGB,0.20,0.600877192982456
clintox,spectra_tanimoto,0.20_0,SVM,0.20,0.236842105263158
clintox,spectra_tanimoto,0.20_1,LogReg,0.20,0.785585585585586
clintox,spectra_tanimoto,0.20_1,RF,0.20,0.817760617760618
clintox,spectra_tanimoto,0.20_1,XGB,0.20,0.423359073359073
clintox,spectra_tanimoto,0.20_1,SVM,0.20,0.0476190476190476
clintox,spectra_tanimoto,0.20_2,LogReg,0.20,0.444407894736842
clintox,spectra_tanimoto,0.20_2,RF,0.20,0.668201754385965
clintox,spectra_tanimoto,0.20_2,XGB,0.20,0.517324561403509
clintox,spectra_tanimoto,0.20_2,SVM,0.20,0.795394736842105
clintox,spectra_tanimoto,0.25_0,LogReg,0.25,0.0833333333333333
clintox,spectra_tanimoto,0.25_0,RF,0.25,0.0833333333333333
clintox,spectra_tanimoto,0.25_0,XGB,0.25,0.37962962962963
clintox,spectra_tanimoto,0.25_0,SVM,0.25,0
clintox,spectra_tanimoto,0.25_1,LogReg,0.25,0.780241935483871
clintox,spectra_tanimoto,0.25_1,RF,0.25,0.513575268817204
clintox,spectra_tanimoto,0.25_1,XGB,0.25,0.780510752688172
clintox,spectra_tanimoto,0.25_1,SVM,0.25,0.245161290322581
clintox,spectra_tanimoto,0.25_2,LogReg,0.25,NA
clintox,spectra_tanimoto,0.25_2,RF,0.25,NA
clintox,spectra_tanimoto,0.25_2,XGB,0.25,NA
clintox,spectra_tanimoto,0.25_2,SVM,0.25,NA
clintox,spectra_tanimoto,0.30_0,LogReg,0.30,0.445652173913043
clintox,spectra_tanimoto,0.30_0,RF,0.30,0.652173913043478
clintox,spectra_tanimoto,0.30_0,XGB,0.30,0.956521739130435
clintox,spectra_tanimoto,0.30_0,SVM,0.30,0.260869565217391
clintox,spectra_tanimoto,0.30_1,LogReg,0.30,NA
clintox,spectra_tanimoto,0.30_1,RF,0.30,NA
clintox,spectra_tanimoto,0.30_1,XGB,0.30,NA
clintox,spectra_tanimoto,0.30_1,SVM,0.30,NA
clintox,spectra_tanimoto,0.30_2,LogReg,0.30,NA
clintox,spectra_tanimoto,0.30_2,RF,0.30,NA
clintox,spectra_tanimoto,0.30_2,XGB,0.30,NA
clintox,spectra_tanimoto,0.30_2,SVM,0.30,NA
clintox,spectra_tanimoto,0.35_0,LogReg,0.35,0.802631578947368
clintox,spectra_tanimoto,0.35_0,RF,0.35,0.144736842105263
clintox,spectra_tanimoto,0.35_0,XGB,0.35,0.43421052631579
clintox,spectra_tanimoto,0.35_0,SVM,0.35,0.157894736842105
clintox,spectra_tanimoto,0.35_1,LogReg,0.35,NA
clintox,spectra_tanimoto,0.35_1,RF,0.35,NA
clintox,spectra_tanimoto,0.35_1,XGB,0.35,NA
clintox,spectra_tanimoto,0.35_1,SVM,0.35,NA
clintox,spectra_tanimoto,0.35_2,LogReg,0.35,0.447368421052632
clintox,spectra_tanimoto,0.35_2,RF,0.35,0.789473684210526
clintox,spectra_tanimoto,0.35_2,XGB,0.35,0.447368421052632
clintox,spectra_tanimoto,0.35_2,SVM,0.35,0
clintox,spectra_tanimoto,0.40_0,LogReg,0.40,NA
clintox,spectra_tanimoto,0.40_0,RF,0.40,NA
clintox,spectra_tanimoto,0.40_0,XGB,0.40,NA
clintox,spectra_tanimoto,0.40_0,SVM,0.40,NA
clintox,spectra_tanimoto,0.40_1,LogReg,0.40,NA
clintox,spectra_tanimoto,0.40_1,RF,0.40,NA
clintox,spectra_tanimoto,0.40_1,XGB,0.40,NA
clintox,spectra_tanimoto,0.40_1,SVM,0.40,NA
clintox,spectra_tanimoto,0.40_2,LogReg,0.40,0.966666666666667
clintox,spectra_tanimoto,0.40_2,RF,0.40,0.566666666666667
clintox,spectra_tanimoto,0.40_2,XGB,0.40,0.983333333333333
clintox,spectra_tanimoto,0.40_2,SVM,0.40,0.433333333333333
clintox,spectra_tanimoto,0.45_0,LogReg,0.45,NA
clintox,spectra_tanimoto,0.45_0,RF,0.45,NA
clintox,spectra_tanimoto,0.45_0,XGB,0.45,NA
clintox,spectra_tanimoto,0.45_0,SVM,0.45,NA
clintox,spectra_tanimoto,0.45_1,LogReg,0.45,NA
clintox,spectra_tanimoto,0.45_1,RF,0.45,NA
clintox,spectra_tanimoto,0.45_1,XGB,0.45,NA
clintox,spectra_tanimoto,0.45_1,SVM,0.45,NA
clintox,spectra_tanimoto,0.50_0,LogReg,0.50,NA
clintox,spectra_tanimoto,0.50_0,RF,0.50,NA
clintox,spectra_tanimoto,0.50_0,XGB,0.50,NA
clintox,spectra_tanimoto,0.50_0,SVM,0.50,NA
clintox,spectra_tanimoto,0.50_1,LogReg,0.50,NA
clintox,spectra_tanimoto,0.50_1,RF,0.50,NA
clintox,spectra_tanimoto,0.50_1,XGB,0.50,NA
clintox,spectra_tanimoto,0.50_1,SVM,0.50,NA
clintox,spectra_tanimoto,0.55_0,LogReg,0.55,NA
clintox,spectra_tanimoto,0.55_0,RF,0.55,NA
clintox,spectra_tanimoto,0.55_0,XGB,0.55,NA
clintox,spectra_tanimoto,0.55_0,SVM,0.55,NA
clintox,spectra_tanimoto,0.55_1,LogReg,0.55,NA
clintox,spectra_tanimoto,0.55_1,RF,0.55,NA
clintox,spectra_tanimoto,0.55_1,XGB,0.55,NA
clintox,spectra_tanimoto,0.55_1,SVM,0.55,NA
clintox,spectra_tanimoto,0.55_2,LogReg,0.55,NA
clintox,spectra_tanimoto,0.55_2,RF,0.55,NA
clintox,spectra_tanimoto,0.55_2,XGB,0.55,NA
clintox,spectra_tanimoto,0.55_2,SVM,0.55,NA
clintox,spectra_tanimoto,0.60_0,LogReg,0.60,NA
clintox,spectra_tanimoto,0.60_0,RF,0.60,NA
clintox,spectra_tanimoto,0.60_0,XGB,0.60,NA
clintox,spectra_tanimoto,0.60_0,SVM,0.60,NA
clintox,spectra_tanimoto,0.60_1,LogReg,0.60,NA
clintox,spectra_tanimoto,0.60_1,RF,0.60,NA
clintox,spectra_tanimoto,0.60_1,XGB,0.60,NA
clintox,spectra_tanimoto,0.60_1,SVM,0.60,NA
clintox,spectra_tanimoto,0.60_2,LogReg,0.60,NA
clintox,spectra_tanimoto,0.60_2,RF,0.60,NA
clintox,spectra_tanimoto,0.60_2,XGB,0.60,NA
clintox,spectra_tanimoto,0.60_2,SVM,0.60,NA
clintox,spectra_tanimoto,0.65_0,LogReg,0.65,NA
clintox,spectra_tanimoto,0.65_0,RF,0.65,NA
clintox,spectra_tanimoto,0.65_0,XGB,0.65,NA
clintox,spectra_tanimoto,0.65_0,SVM,0.65,NA
clintox,spectra_tanimoto,0.65_1,LogReg,0.65,NA
clintox,spectra_tanimoto,0.65_1,RF,0.65,NA
clintox,spectra_tanimoto,0.65_1,XGB,0.65,NA
clintox,spectra_tanimoto,0.65_1,SVM,0.65,NA
clintox,spectra_tanimoto,0.65_2,LogReg,0.65,NA
clintox,spectra_tanimoto,0.65_2,RF,0.65,NA
clintox,spectra_tanimoto,0.65_2,XGB,0.65,NA
clintox,spectra_tanimoto,0.65_2,SVM,0.65,NA
clintox,spectra_tanimoto,0.70_0,LogReg,0.70,NA
clintox,spectra_tanimoto,0.70_0,RF,0.70,NA
clintox,spectra_tanimoto,0.70_0,XGB,0.70,NA
clintox,spectra_tanimoto,0.70_0,SVM,0.70,NA
clintox,spectra_tanimoto,0.70_1,LogReg,0.70,NA
clintox,spectra_tanimoto,0.70_1,RF,0.70,NA
clintox,spectra_tanimoto,0.70_1,XGB,0.70,NA
clintox,spectra_tanimoto,0.70_1,SVM,0.70,NA
clintox,spectra_tanimoto,0.75_1,LogReg,0.75,NA
clintox,spectra_tanimoto,0.75_1,RF,0.75,NA
clintox,spectra_tanimoto,0.75_1,XGB,0.75,NA
clintox,spectra_tanimoto,0.75_1,SVM,0.75,NA
clintox,spectra_tanimoto,0.75_2,LogReg,0.75,NA
clintox,spectra_tanimoto,0.75_2,RF,0.75,NA
clintox,spectra_tanimoto,0.75_2,XGB,0.75,NA
clintox,spectra_tanimoto,0.75_2,SVM,0.75,NA
clintox,spectra_tanimoto,0.80_1,LogReg,0.80,0.5
clintox,spectra_tanimoto,0.80_1,RF,0.80,0.125
clintox,spectra_tanimoto,0.80_1,XGB,0.80,0.75
clintox,spectra_tanimoto,0.80_1,SVM,0.80,0
clintox,random,1,LogReg,NA,0.856513343774952
clintox,random,1,RF,NA,0.821042741539217
clintox,random,1,XGB,NA,0.766014449358148
clintox,random,1,SVM,NA,0.883356750199619
clintox,random,2,LogReg,NA,0.862055095639654
clintox,random,2,RF,NA,0.808597156519951
clintox,random,2,XGB,NA,0.853882918552036
clintox,random,2,SVM,NA,0.865141852632662
clintox,random,3,LogReg,NA,0.842385671882075
clintox,random,3,RF,NA,0.785774890577049
clintox,random,3,XGB,NA,0.820199979876239
clintox,random,3,SVM,NA,0.873233133772702
clintox,random,4,LogReg,NA,0.832403057886078
clintox,random,4,RF,NA,0.785408254897766
clintox,random,4,XGB,NA,0.828436828565856
clintox,random,4,SVM,NA,0.873170710607362
clintox,random,5,LogReg,NA,0.8801334630282
clintox,random,5,RF,NA,0.773602347944453
clintox,random,5,XGB,NA,0.817253725806357
clintox,random,5,SVM,NA,0.870293011082485
clintox,scaffold,1,LogReg,NA,0.780622819040042
clintox,scaffold,1,RF,NA,0.793060779037072
clintox,scaffold,1,XGB,NA,0.784242279955975
clintox,scaffold,1,SVM,NA,0.81924511919925
clintox,scaffold,2,LogReg,NA,0.885630624519513
clintox,scaffold,2,RF,NA,0.809091936869715
clintox,scaffold,2,XGB,NA,0.759420928865373
clintox,scaffold,2,SVM,NA,0.871491317324651
clintox,scaffold,3,LogReg,NA,0.83987111698612
clintox,scaffold,3,RF,NA,0.776347350738048
clintox,scaffold,3,XGB,NA,0.740292465300727
clintox,scaffold,3,SVM,NA,0.874796210619079
clintox,scaffold,4,LogReg,NA,0.754664874206327
clintox,scaffold,4,RF,NA,0.725487023796404
clintox,scaffold,4,XGB,NA,0.736942152207589
clintox,scaffold,4,SVM,NA,0.808248914727258
clintox,scaffold,5,LogReg,NA,0.790808825952675
clintox,scaffold,5,RF,NA,0.783843224621634
clintox,scaffold,5,XGB,NA,0.816515269770417
clintox,scaffold,5,SVM,NA,0.862459540651745
clintox,umap,1,LogReg,NA,0.838932869569265
clintox,umap,1,RF,NA,0.776670418369226
clintox,umap,1,XGB,NA,0.800190279371556
clintox,umap,1,SVM,NA,0.868412764187659
clintox,umap,2,LogReg,NA,0.800363460541254
clintox,umap,2,RF,NA,0.714797410744953
clintox,umap,2,XGB,NA,0.666787948874584
clintox,umap,2,SVM,NA,0.825658894172186
clintox,umap,3,LogReg,NA,0.768481537372382
clintox,umap,3,RF,NA,0.695541093784932
clintox,umap,3,XGB,NA,0.739952329719055
clintox,umap,3,SVM,NA,0.81609096709889
clintox,umap,4,LogReg,NA,0.80465783179551
clintox,umap,4,RF,NA,0.706336632300069
clintox,umap,4,XGB,NA,0.697471058112689
clintox,umap,4,SVM,NA,0.765273812231055
clintox,umap,5,LogReg,NA,0.811842600215762
clintox,umap,5,RF,NA,0.677785292748856
clintox,umap,5,XGB,NA,0.701640780890059
clintox,umap,5,SVM,NA,0.765306185818922
delaney,spectra_tanimoto,0.00_0,KRR,0.00,1.7412129893688
delaney,spectra_tanimoto,0.00_0,LinReg,0.00,2.09553573451223
delaney,spectra_tanimoto,0.00_1,KRR,0.00,1.70343017545983
delaney,spectra_tanimoto,0.00_1,LinReg,0.00,2.07862895492448
delaney,spectra_tanimoto,0.00_2,KRR,0.00,1.77935075840822
delaney,spectra_tanimoto,0.00_2,LinReg,0.00,2.10555691933557
delaney,spectra_tanimoto,0.05_0,KRR,0.05,1.83340175011726
delaney,spectra_tanimoto,0.05_0,LinReg,0.05,2.11623446960027
delaney,spectra_tanimoto,0.05_1,KRR,0.05,1.86404205109495
delaney,spectra_tanimoto,0.05_1,LinReg,0.05,2.02897663277426
delaney,spectra_tanimoto,0.05_2,KRR,0.05,1.64209111322212
delaney,spectra_tanimoto,0.05_2,LinReg,0.05,1.92039015927967
delaney,spectra_tanimoto,0.10_0,KRR,0.10,1.84947549991084
delaney,spectra_tanimoto,0.10_0,LinReg,0.10,1.9683323189491
delaney,spectra_tanimoto,0.10_1,KRR,0.10,1.96630922472011
delaney,spectra_tanimoto,0.10_1,LinReg,0.10,2.14237343865228
delaney,spectra_tanimoto,0.10_2,KRR,0.10,1.8060852829585
delaney,spectra_tanimoto,0.10_2,LinReg,0.10,1.95376230158937
delaney,spectra_tanimoto,0.15_0,KRR,0.15,1.98003045228503
delaney,spectra_tanimoto,0.15_0,LinReg,0.15,2.07398879269446
delaney,spectra_tanimoto,0.15_1,KRR,0.15,1.82058214577961
delaney,spectra_tanimoto,0.15_1,LinReg,0.15,1.96727726243159
delaney,spectra_tanimoto,0.15_2,KRR,0.15,2.39542195587514
delaney,spectra_tanimoto,0.15_2,LinReg,0.15,2.50424755986035
delaney,spectra_tanimoto,0.20_0,KRR,0.20,1.83018041967485
delaney,spectra_tanimoto,0.20_0,LinReg,0.20,1.87557237160835
delaney,spectra_tanimoto,0.20_1,KRR,0.20,1.97621112995491
delaney,spectra_tanimoto,0.20_1,LinReg,0.20,2.0653175333751
delaney,spectra_tanimoto,0.20_2,KRR,0.20,1.82927223644329
delaney,spectra_tanimoto,0.20_2,LinReg,0.20,1.87708124529847
delaney,spectra_tanimoto,0.25_0,KRR,0.25,2.51468164522551
delaney,spectra_tanimoto,0.25_0,LinReg,0.25,2.57307145160828
delaney,spectra_tanimoto,0.25_1,KRR,0.25,2.56752717100945
delaney,spectra_tanimoto,0.25_1,LinReg,0.25,2.65495509373136
delaney,spectra_tanimoto,0.25_2,KRR,0.25,1.83131633842344
delaney,spectra_tanimoto,0.25_2,LinReg,0.25,1.85274775484709
delaney,spectra_tanimoto,0.30_0,KRR,0.30,1.97336878751214
delaney,spectra_tanimoto,0.30_0,LinReg,0.30,2.05861230456041
delaney,spectra_tanimoto,0.30_1,KRR,0.30,2.54637817496427
delaney,spectra_tanimoto,0.30_1,LinReg,0.30,2.57791750325283
delaney,spectra_tanimoto,0.30_2,KRR,0.30,2.58275572407889
delaney,spectra_tanimoto,0.30_2,LinReg,0.30,2.61505425471481
delaney,spectra_tanimoto,0.35_0,KRR,0.35,1.17806306928786
delaney,spectra_tanimoto,0.35_0,LinReg,0.35,1.22113370682969
delaney,spectra_tanimoto,0.35_1,KRR,0.35,2.10272376510319
delaney,spectra_tanimoto,0.35_1,LinReg,0.35,2.13587404082419
delaney,spectra_tanimoto,0.35_2,KRR,0.35,1.91055612521428
delaney,spectra_tanimoto,0.35_2,LinReg,0.35,1.93091149765771
delaney,spectra_tanimoto,0.40_0,KRR,0.40,2.71891315287136
delaney,spectra_tanimoto,0.40_0,LinReg,0.40,2.72368062157556
delaney,spectra_tanimoto,0.40_1,KRR,0.40,1.65638611720473
delaney,spectra_tanimoto,0.40_1,LinReg,0.40,1.7490217379798
delaney,spectra_tanimoto,0.40_2,KRR,0.40,3.35114565997342
delaney,spectra_tanimoto,0.40_2,LinReg,0.40,3.40320898733215
delaney,spectra_tanimoto,0.45_0,KRR,0.45,1.86111487470946
delaney,spectra_tanimoto,0.45_0,LinReg,0.45,1.8567157300336
delaney,spectra_tanimoto,0.45_1,KRR,0.45,1.91933447757911
delaney,spectra_tanimoto,0.45_1,LinReg,0.45,1.91214166519822
delaney,spectra_tanimoto,0.45_2,KRR,0.45,1.52010445059385
delaney,spectra_tanimoto,0.45_2,LinReg,0.45,1.55813363791428
delaney,spectra_tanimoto,0.50_0,KRR,0.50,1.84708384602121
delaney,spectra_tanimoto,0.50_0,LinReg,0.50,1.89861738915454
delaney,spectra_tanimoto,0.50_1,KRR,0.50,1.49215564999737
delaney,spectra_tanimoto,0.50_1,LinReg,0.50,1.44974495969625
delaney,spectra_tanimoto,0.50_2,KRR,0.50,3.08051127766944
delaney,spectra_tanimoto,0.50_2,LinReg,0.50,3.06794268681799
delaney,spectra_tanimoto,0.55_0,KRR,0.55,1.42762439399283
delaney,spectra_tanimoto,0.55_0,LinReg,0.55,1.50712138645152
delaney,spectra_tanimoto,0.55_1,KRR,0.55,1.76273099163096
delaney,spectra_tanimoto,0.55_1,LinReg,0.55,1.68935456704198
delaney,spectra_tanimoto,0.55_2,KRR,0.55,2.43546204484337
delaney,spectra_tanimoto,0.55_2,LinReg,0.55,2.44985109094612
delaney,spectra_tanimoto,0.60_0,KRR,0.60,1.9268945823945
delaney,spectra_tanimoto,0.60_0,LinReg,0.60,2.00819068491755
delaney,spectra_tanimoto,0.60_1,KRR,0.60,1.48538506193196
delaney,spectra_tanimoto,0.60_1,LinReg,0.60,1.45317793936489
delaney,spectra_tanimoto,0.60_2,KRR,0.60,1.58249926110062
delaney,spectra_tanimoto,0.60_2,LinReg,0.60,1.53286464757257
delaney,random,1,KRR,NA,1.78506256345675
delaney,random,1,LinReg,NA,2.12179707815465
delaney,random,2,KRR,NA,1.79043320347251
delaney,random,2,LinReg,NA,2.07409607454049
delaney,random,3,KRR,NA,1.72381713599113
delaney,random,3,LinReg,NA,2.04680906547466
delaney,random,4,KRR,NA,1.70008300995292
delaney,random,4,LinReg,NA,2.06894636769973
delaney,random,5,KRR,NA,1.86303997120302
delaney,random,5,LinReg,NA,2.20132631124319
delaney,scaffold,1,KRR,NA,1.88096165317131
delaney,scaffold,1,LinReg,NA,2.1604102742437
delaney,scaffold,2,KRR,NA,1.77764491422435
delaney,scaffold,2,LinReg,NA,2.05317339014088
delaney,scaffold,3,KRR,NA,1.80873831933518
delaney,scaffold,3,LinReg,NA,2.10314563444345
delaney,scaffold,4,KRR,NA,2.09100127559444
delaney,scaffold,4,LinReg,NA,2.37259196899562
delaney,scaffold,5,KRR,NA,2.55459411192855
delaney,scaffold,5,LinReg,NA,2.89588003515584
delaney,umap,1,KRR,NA,2.07991462766816
delaney,umap,1,LinReg,NA,2.22093205341826
delaney,umap,2,KRR,NA,2.05736654396376
delaney,umap,2,LinReg,NA,2.40792297191271
delaney,umap,3,KRR,NA,2.39171562783193
delaney,umap,3,LinReg,NA,2.61037269170104
delaney,umap,4,KRR,NA,1.65240580143158
delaney,umap,4,LinReg,NA,2.01116115549422
delaney,umap,5,KRR,NA,2.10493360160363
delaney,umap,5,LinReg,NA,2.27482430979947
freesolv,spectra_tanimoto,0.00_0,KRR,0.00,3.53691056718167
freesolv,spectra_tanimoto,0.00_0,LinReg,0.00,3.94283422045164
freesolv,spectra_tanimoto,0.00_1,KRR,0.00,3.22168763940525
freesolv,spectra_tanimoto,0.00_1,LinReg,0.00,3.71390109947099
freesolv,spectra_tanimoto,0.00_2,KRR,0.00,3.44830419810956
freesolv,spectra_tanimoto,0.00_2,LinReg,0.00,3.86806480374075
freesolv,spectra_tanimoto,0.05_0,KRR,0.05,3.49712425702983
freesolv,spectra_tanimoto,0.05_0,LinReg,0.05,3.81330428202056
freesolv,spectra_tanimoto,0.05_1,KRR,0.05,2.90589671551953
freesolv,spectra_tanimoto,0.05_1,LinReg,0.05,3.27125837773919
freesolv,spectra_tanimoto,0.05_2,KRR,0.05,2.85176032960655
freesolv,spectra_tanimoto,0.05_2,LinReg,0.05,3.207921688319
freesolv,spectra_tanimoto,0.10_0,KRR,0.10,4.55639827865067
freesolv,spectra_tanimoto,0.10_0,LinReg,0.10,4.87832991876675
freesolv,spectra_tanimoto,0.10_1,KRR,0.10,3.38040388079541
freesolv,spectra_tanimoto,0.10_1,LinReg,0.10,3.65078614946387
freesolv,spectra_tanimoto,0.10_2,KRR,0.10,3.73230233138858
freesolv,spectra_tanimoto,0.10_2,LinReg,0.10,3.99403913806107
freesolv,spectra_tanimoto,0.15_0,KRR,0.15,3.78497440915322
freesolv,spectra_tanimoto,0.15_0,LinReg,0.15,3.94048555602397
freesolv,spectra_tanimoto,0.15_1,KRR,0.15,3.2562438520886
freesolv,spectra_tanimoto,0.15_1,LinReg,0.15,3.41267987880981
freesolv,spectra_tanimoto,0.15_2,KRR,0.15,3.72944553430089
freesolv,spectra_tanimoto,0.15_2,LinReg,0.15,3.89418931059435
freesolv,spectra_tanimoto,0.20_0,KRR,0.20,4.48117481457946
freesolv,spectra_tanimoto,0.20_0,LinReg,0.20,4.65450623132646
freesolv,spectra_tanimoto,0.20_1,KRR,0.20,3.08307218138832
freesolv,spectra_tanimoto,0.20_1,LinReg,0.20,3.18940827869115
freesolv,spectra_tanimoto,0.20_2,KRR,0.20,4.5940121825989
freesolv,spectra_tanimoto,0.20_2,LinReg,0.20,4.72026454228625
freesolv,spectra_tanimoto,0.25_0,KRR,0.25,3.5547313494545
freesolv,spectra_tanimoto,0.25_0,LinReg,0.25,3.62273120274565
freesolv,spectra_tanimoto,0.25_1,KRR,0.25,5.40610596044171
freesolv,spectra_tanimoto,0.25_1,LinReg,0.25,5.39215975668717
freesolv,spectra_tanimoto,0.25_2,KRR,0.25,4.88102574764188
freesolv,spectra_tanimoto,0.25_2,LinReg,0.25,5.00553451038886
freesolv,spectra_tanimoto,0.30_0,KRR,0.30,2.74044738487438
freesolv,spectra_tanimoto,0.30_0,LinReg,0.30,2.73490281600654
freesolv,spectra_tanimoto,0.30_1,KRR,0.30,6.05123198665229
freesolv,spectra_tanimoto,0.30_1,LinReg,0.30,6.3087580206521
freesolv,spectra_tanimoto,0.30_2,KRR,0.30,2.45294558465422
freesolv,spectra_tanimoto,0.30_2,LinReg,0.30,2.46953879049732
freesolv,spectra_tanimoto,0.35_0,KRR,0.35,4.55081929074538
freesolv,spectra_tanimoto,0.35_0,LinReg,0.35,3.88309089704924
freesolv,spectra_tanimoto,0.35_1,KRR,0.35,3.11368084899435
freesolv,spectra_tanimoto,0.35_1,LinReg,0.35,3.1251313771692
freesolv,spectra_tanimoto,0.35_2,KRR,0.35,7.52455839424161
freesolv,spectra_tanimoto,0.35_2,LinReg,0.35,7.73582128932721
freesolv,spectra_tanimoto,0.40_0,KRR,0.40,3.15907137699903
freesolv,spectra_tanimoto,0.40_0,LinReg,0.40,3.23196535266335
freesolv,spectra_tanimoto,0.40_1,KRR,0.40,3.86894771006855
freesolv,spectra_tanimoto,0.40_1,LinReg,0.40,4.0208384545454
freesolv,spectra_tanimoto,0.40_2,KRR,0.40,3.38599281679997
freesolv,spectra_tanimoto,0.40_2,LinReg,0.40,2.86968460865784
freesolv,spectra_tanimoto,0.45_0,KRR,0.45,3.97960646985183
freesolv,spectra_tanimoto,0.45_0,LinReg,0.45,4.10812530865203
freesolv,spectra_tanimoto,0.45_1,KRR,0.45,4.83443588803898
freesolv,spectra_tanimoto,0.45_1,LinReg,0.45,4.79162980051865
freesolv,spectra_tanimoto,0.45_2,KRR,0.45,4.68394348026873
freesolv,spectra_tanimoto,0.45_2,LinReg,0.45,4.63995780332243
freesolv,spectra_tanimoto,0.50_0,KRR,0.50,4.28255232426058
freesolv,spectra_tanimoto,0.50_0,LinReg,0.50,4.44678734448532
freesolv,spectra_tanimoto,0.50_1,KRR,0.50,4.1534673878947
freesolv,spectra_tanimoto,0.50_1,LinReg,0.50,5.29253311561149
